w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
490011001001101,7,4,3,0,2,4,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,7,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001001117,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001001122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001001153,26,7,12,7,4,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,1,0,24,2,3,8,6,2,18,8,0,0,0,0,0,0,0,0,0,0,20230321
490011001001158,66,12,34,20,7,45,14,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,63,64,0,1,0,0,1,65,1,7,17,14,16,40,26,0,0,0,0,0,0,0,0,0,0,20230321
490011001001175,21,7,11,3,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,3,0,2,0,0,20,1,4,2,8,0,7,14,0,0,0,0,0,0,0,0,0,0,20230321
490011001001176,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001001213,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001002007,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001002008,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,20230321
490011001002016,5,0,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,20230321
490011001002021,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,20230321
490011001002027,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20230321
490011001002038,2,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001002041,8,4,2,2,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,2,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,20230321
490011001002048,9,6,2,1,0,8,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,8,1,0,0,2,1,6,3,0,0,0,0,0,0,0,0,0,0,20230321
490011001002050,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20230321
490011001002055,14,0,8,6,4,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,13,0,0,0,1,0,13,1,1,5,6,2,4,10,0,0,0,0,0,0,0,0,0,0,20230321
