"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M",
"1500000US490039602001","Block Group 1, Census Tract 9602, Box Elder County, Utah","493","98","449","108","431","108","330","85","101","78","18","14","5","8","5","8","0","11","13","12","4","7","9","9","44","29","37","26","7","9",
"1500000US490039602002","Block Group 2, Census Tract 9602, Box Elder County, Utah","282","74","213","80","213","80","156","53","57","64","0","11","0","11","0","11","0","11","0","11","0","11","0","11","69","41","69","41","0","11",
"1500000US490039602003","Block Group 3, Census Tract 9602, Box Elder County, Utah","564","85","453","76","413","74","332","59","81","35","40","23","19","16","11","9","8","13","21","16","16","14","5","7","111","37","64","28","47","24",
"1500000US490039602004","Block Group 4, Census Tract 9602, Box Elder County, Utah","458","76","328","72","317","73","246","46","71","71","11","10","9","10","5","6","4","7","2","3","0","11","2","3","130","54","107","52","23","15",
"1500000US490039602005","Block Group 5, Census Tract 9602, Box Elder County, Utah","234","47","192","47","174","45","163","42","11","13","18","17","5","8","5","8","0","11","13","16","13","16","0","11","42","20","32","14","10","16",
"1500000US490039602006","Block Group 6, Census Tract 9602, Box Elder County, Utah","166","33","130","28","110","28","74","21","36","25","20","13","7","11","0","11","7","11","13","9","2","3","11","8","36","23","22","16","14","16",
"1500000US490039603001","Block Group 1, Census Tract 9603, Box Elder County, Utah","512","97","422","87","397","90","379","86","18","20","25","29","22","29","22","29","0","11","3","4","0","11","3","4","90","62","73","56","17","27",
"1500000US490039603002","Block Group 2, Census Tract 9603, Box Elder County, Utah","513","111","499","109","335","101","263","94","72","61","164","108","101","103","69","90","32","45","63","44","31","35","32","37","14","23","0","11","14","23",
"1500000US490039603003","Block Group 3, Census Tract 9603, Box Elder County, Utah","205","113","177","108","97","73","45","42","52","61","80","83","62","81","15","23","47","76","18","28","18","28","0","11","28","30","28","30","0","11",
"1500000US490039603004","Block Group 4, Census Tract 9603, Box Elder County, Utah","418","91","318","98","249","72","221","71","28","32","69","73","41","66","0","11","41","66","28","32","14","24","14","21","100","81","54","45","46","70",
"1500000US490039603005","Block Group 5, Census Tract 9603, Box Elder County, Utah","610","154","425","126","333","125","265","114","68","55","92","56","14","23","14","23","0","11","78","50","27","23","51","44","185","112","97","79","88","73",
"1500000US490039603006","Block Group 6, Census Tract 9603, Box Elder County, Utah","339","71","303","72","303","72","299","71","4","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","36","30","36","30","0","11",
"1500000US490039604001","Block Group 1, Census Tract 9604, Box Elder County, Utah","552","69","473","70","426","63","333","58","93","63","47","50","46","49","0","11","46","49","1","10","0","11","1","10","79","40","69","38","10","14",
"1500000US490039604002","Block Group 2, Census Tract 9604, Box Elder County, Utah","542","55","456","51","405","49","366","46","39","26","51","26","19","15","19","15","0","11","32","20","22","14","10","13","86","33","82","33","4","5",
"1500000US490039604003","Block Group 3, Census Tract 9604, Box Elder County, Utah","457","69","367","64","268","58","225","56","43","28","99","48","36","21","35","22","1","3","63","45","63","45","0","11","90","44","42","29","48","29",
"1500000US490039605001","Block Group 1, Census Tract 9605, Box Elder County, Utah","485","83","421","83","400","86","358","84","42","32","21","21","0","11","0","11","0","11","21","21","13","18","8","11","64","52","55","49","9","16",
"1500000US490039605002","Block Group 2, Census Tract 9605, Box Elder County, Utah","291","52","242","52","205","58","169","57","36","31","37","24","19","21","11","16","8","13","18","17","5","9","13","15","49","39","40","39","9","14",
"1500000US490039605003","Block Group 3, Census Tract 9605, Box Elder County, Utah","410","91","361","93","321","96","252","84","69","54","40","23","9","14","9","14","0","11","31","26","21","20","10","15","49","29","12","18","37","23",
"1500000US490039605004","Block Group 4, Census Tract 9605, Box Elder County, Utah","460","91","320","101","278","98","234","92","44","43","42","32","0","11","0","11","0","11","42","32","9","15","33","28","140","61","0","11","140","61",
"1500000US490039606011","Block Group 1, Census Tract 9606.01, Box Elder County, Utah","306","78","220","77","144","53","144","53","0","11","76","62","19","29","19","29","0","11","57","56","15","24","42","50","86","43","51","34","35","26",
"1500000US490039606012","Block Group 2, Census Tract 9606.01, Box Elder County, Utah","491","84","396","89","313","79","282","83","31","26","83","66","37","46","37","46","0","11","46","47","46","47","0","11","95","52","95","52","0","11",
"1500000US490039606013","Block Group 3, Census Tract 9606.01, Box Elder County, Utah","284","68","200","64","141","54","118","57","23","25","59","51","6","12","6","12","0","11","53","48","46","47","7","13","84","60","27","26","57","55",
"1500000US490039606014","Block Group 4, Census Tract 9606.01, Box Elder County, Utah","256","64","171","63","171","63","105","59","66","49","0","11","0","11","0","11","0","11","0","11","0","11","0","11","85","50","55","41","30","29",
"1500000US490039606021","Block Group 1, Census Tract 9606.02, Box Elder County, Utah","316","58","276","56","255","54","243","52","12","19","21","27","21","27","21","27","0","11","0","11","0","11","0","11","40","30","40","30","0","11",
"1500000US490039606022","Block Group 2, Census Tract 9606.02, Box Elder County, Utah","256","50","191","46","181","47","170","44","11","17","10","12","6","10","0","11","6","10","4","7","0","11","4","7","65","35","65","35","0","11",
"1500000US490039606023","Block Group 3, Census Tract 9606.02, Box Elder County, Utah","248","44","219","48","147","51","122","45","25","26","72","47","22","25","17","24","5","7","50","41","27","32","23","19","29","18","9","12","20","14",
"1500000US490039607011","Block Group 1, Census Tract 9607.01, Box Elder County, Utah","320","71","254","67","205","61","156","53","49","41","49","39","21","25","21","25","0","11","28","32","0","11","28","32","66","44","35","27","31","36",
"1500000US490039607012","Block Group 2, Census Tract 9607.01, Box Elder County, Utah","719","110","557","109","448","87","333","78","115","56","109","80","41","45","0","11","41","45","68","70","29","36","39","58","162","86","62","34","100","71",
"1500000US490039607013","Block Group 3, Census Tract 9607.01, Box Elder County, Utah","527","90","427","92","316","85","280","79","36","28","111","54","27","24","16","18","11","16","84","45","26","21","58","44","100","53","53","35","47","41",
"1500000US490039607021","Block Group 1, Census Tract 9607.02, Box Elder County, Utah","543","66","397","58","294","58","213","52","81","48","103","48","19","19","6","10","13","15","84","44","49","36","35","27","146","60","81","41","65","43",
"1500000US490039607022","Block Group 2, Census Tract 9607.02, Box Elder County, Utah","341","61","201","41","160","45","130","43","30","19","41","31","6","9","6","9","0","11","35","31","5","8","30","31","140","55","67","28","73","46",
"1500000US490039608011","Block Group 1, Census Tract 9608.01, Box Elder County, Utah","243","39","217","41","192","40","180","41","12","9","25","12","17","10","17","10","0","11","8","7","5","6","3","4","26","11","25","11","1","3",
"1500000US490039608012","Block Group 2, Census Tract 9608.01, Box Elder County, Utah","535","70","443","73","386","68","354","69","32","23","57","44","26","23","17","17","9","15","31","37","28","37","3","5","92","35","86","35","6","6",
"1500000US490039608013","Block Group 3, Census Tract 9608.01, Box Elder County, Utah","581","67","512","67","352","56","306","55","46","36","160","50","78","35","6","9","72","34","82","45","48","43","34","17","69","26","64","24","5","6",
"1500000US490039608021","Block Group 1, Census Tract 9608.02, Box Elder County, Utah","486","71","393","63","367","64","348","62","19","18","26","28","10","15","10","15","0","11","16","24","0","11","16","24","93","43","81","35","12","19",
"1500000US490039608022","Block Group 2, Census Tract 9608.02, Box Elder County, Utah","401","60","358","56","358","56","345","58","13","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","43","42","43","42","0","11",
"1500000US490039608023","Block Group 3, Census Tract 9608.02, Box Elder County, Utah","460","67","420","65","391","67","357","62","34","40","29","25","10","16","10","16","0","11","19","19","8","12","11","15","40","29","31","26","9","14",
"1500000US490050001011","Block Group 1, Census Tract 1.01, Cache County, Utah","525","60","428","52","379","48","343","47","36","22","49","23","22","20","18","20","4","6","27","17","24","16","3","5","97","35","71","33","26","16",
"1500000US490050001012","Block Group 2, Census Tract 1.01, Cache County, Utah","506","44","411","44","361","46","335","45","26","14","50","33","3","5","3","5","0","11","47","32","23","18","24","26","95","33","80","32","15","11",
"1500000US490050001013","Block Group 3, Census Tract 1.01, Cache County, Utah","477","61","349","49","273","51","223","45","50","29","76","30","37","21","29","20","8","10","39","22","26","16","13","15","128","48","86","30","42","41",
"1500000US490050001021","Block Group 1, Census Tract 1.02, Cache County, Utah","313","35","270","29","245","31","201","31","44","19","25","14","0","11","0","11","0","11","25","14","11","9","14","11","43","17","36","16","7","6",
"1500000US490050001022","Block Group 2, Census Tract 1.02, Cache County, Utah","223","31","214","30","205","33","195","35","10","11","9","8","7","8","7","8","0","11","2","3","2","3","0","11","9","8","6","6","3","4",
"1500000US490050002011","Block Group 1, Census Tract 2.01, Cache County, Utah","630","73","535","64","477","62","423","63","54","42","58","33","12","19","12","19","0","11","46","32","25","25","21","22","95","58","68","63","27","30",
"1500000US490050002012","Block Group 2, Census Tract 2.01, Cache County, Utah","400","62","346","60","315","57","276","53","39","31","31","31","22","27","13","23","9","13","9","14","9","14","0","11","54","39","47","37","7","12",
"1500000US490050002021","Block Group 1, Census Tract 2.02, Cache County, Utah","454","75","374","81","333","79","311","80","22","22","41","39","11","17","11","17","0","11","30","38","0","11","30","38","80","46","53","42","27","21",
"1500000US490050002022","Block Group 2, Census Tract 2.02, Cache County, Utah","622","83","559","86","436","77","409","71","27","29","123","80","31","40","7","12","24","38","92","70","92","70","0","11","63","40","63","40","0","11",
"1500000US490050002023","Block Group 3, Census Tract 2.02, Cache County, Utah","544","73","455","81","393","75","332","75","61","48","62","69","10","17","10","17","0","11","52","67","42","65","10","15","89","49","79","47","10","16",
"1500000US490050002024","Block Group 4, Census Tract 2.02, Cache County, Utah","436","65","387","67","352","72","352","72","0","11","35","42","0","11","0","11","0","11","35","42","11","17","24","39","49","40","49","40","0","11",
"1500000US490050003001","Block Group 1, Census Tract 3, Cache County, Utah","363","71","306","59","270","58","247","56","23","16","36","19","12","11","12","11","0","11","24","18","17","14","7","11","57","51","54","51","3","6",
"1500000US490050003002","Block Group 2, Census Tract 3, Cache County, Utah","335","68","299","65","285","64","249","44","36","47","14","8","0","11","0","11","0","11","14","8","7","5","7","7","36","19","33","18","3","6",
"1500000US490050003003","Block Group 3, Census Tract 3, Cache County, Utah","467","101","359","84","295","82","257","66","38","47","64","50","25","36","25","36","0","11","39","39","31","36","8","13","108","83","60","43","48","73",
"1500000US490050003004","Block Group 4, Census Tract 3, Cache County, Utah","875","91","723","92","606","103","403","102","203","83","117","69","12","17","12","17","0","11","105","69","67","46","38","52","152","71","81","55","71","42",
"1500000US490050004011","Block Group 1, Census Tract 4.01, Cache County, Utah","880","103","488","110","401","103","181","60","220","87","87","55","24","37","0","11","24","37","63","45","10","17","53","42","392","120","31","28","361","118",
"1500000US490050004012","Block Group 2, Census Tract 4.01, Cache County, Utah","410","78","359","71","302","74","268","75","34","28","57","37","19","20","19","20","0","11","38","32","23","24","15","19","51","42","21","26","30","35",
"1500000US490050004021","Block Group 1, Census Tract 4.02, Cache County, Utah","486","58","464","57","443","59","443","59","0","11","21","20","4","8","0","11","4","8","17","18","17","18","0","11","22","21","16","19","6","10",
"1500000US490050004022","Block Group 2, Census Tract 4.02, Cache County, Utah","510","67","409","66","373","67","329","67","44","22","36","21","7","10","0","11","7","10","29","19","29","19","0","11","101","49","73","35","28","43",
"1500000US490050004031","Block Group 1, Census Tract 4.03, Cache County, Utah","503","44","433","49","426","49","380","54","46","27","7","7","7","7","7","7","0","11","0","11","0","11","0","11","70","44","47","38","23","25",
"1500000US490050004032","Block Group 2, Census Tract 4.03, Cache County, Utah","399","53","367","54","337","54","295","55","42","25","30","36","30","36","30","36","0","11","0","11","0","11","0","11","32","28","16","19","16","19",
"1500000US490050004033","Block Group 3, Census Tract 4.03, Cache County, Utah","385","46","325","42","311","45","292","41","19","16","14","14","0","11","0","11","0","11","14","14","14","14","0","11","60","29","47","24","13","13",
"1500000US490050004034","Block Group 4, Census Tract 4.03, Cache County, Utah","370","50","331","44","302","45","261","41","41","29","29","19","0","11","0","11","0","11","29","19","29","19","0","11","39","28","39","28","0","11",
"1500000US490050005011","Block Group 1, Census Tract 5.01, Cache County, Utah","441","102","320","110","257","112","64","51","193","94","63","54","0","11","0","11","0","11","63","54","0","11","63","54","121","77","17","22","104","73",
"1500000US490050005012","Block Group 2, Census Tract 5.01, Cache County, Utah","521","118","310","98","239","99","86","41","153","95","71","48","14","22","0","11","14","22","57","42","6","10","51","40","211","88","39","36","172","87",
"1500000US490050005013","Block Group 3, Census Tract 5.01, Cache County, Utah","586","115","378","113","286","106","148","48","138","93","92","72","63","65","31","50","32","39","29","31","0","11","29","31","208","84","69","51","139","96",
"1500000US490050005014","Block Group 4, Census Tract 5.01, Cache County, Utah","401","93","273","72","218","78","156","74","62","31","55","34","0","11","0","11","0","11","55","34","18","21","37","30","128","82","77","45","51","69",
"1500000US490050005021","Block Group 1, Census Tract 5.02, Cache County, Utah","1223","155","738","137","576","129","193","80","383","122","162","69","49","51","13","22","36","46","113","55","0","11","113","55","485","116","92","40","393","120",
"1500000US490050005022","Block Group 2, Census Tract 5.02, Cache County, Utah","780","135","635","146","546","145","69","45","477","140","89","53","0","11","0","11","0","11","89","53","31","30","58","51","145","63","37","33","108","62",
"1500000US490050006001","Block Group 1, Census Tract 6, Cache County, Utah","112","58","69","47","69","47","0","11","69","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","43","34","0","11","43","34",
"1500000US490050006002","Block Group 2, Census Tract 6, Cache County, Utah","627","123","356","109","322","110","85","51","237","97","34","35","13","22","0","11","13","22","21","28","0","11","21","28","271","104","21","35","250","111",
"1500000US490050006003","Block Group 3, Census Tract 6, Cache County, Utah","249","86","85","49","55","40","31","25","24","28","30","35","0","11","0","11","0","11","30","35","30","35","0","11","164","102","96","73","68","74",
"1500000US490050006004","Block Group 4, Census Tract 6, Cache County, Utah","257","79","129","58","129","58","109","51","20","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","128","68","79","68","49","34",
"1500000US490050006005","Block Group 5, Census Tract 6, Cache County, Utah","383","84","136","56","136","56","47","39","89","51","0","11","0","11","0","11","0","11","0","11","0","11","0","11","247","93","47","43","200","84",
"1500000US490050006006","Block Group 6, Census Tract 6, Cache County, Utah","395","88","59","53","14","22","0","11","14","22","45","48","18","28","0","11","18","28","27","36","0","11","27","36","336","102","0","11","336","102",
"1500000US490050007011","Block Group 1, Census Tract 7.01, Cache County, Utah","615","59","558","64","530","69","512","69","18","20","28","20","17","18","17","18","0","11","11","18","11","18","0","11","57","36","57","36","0","11",
"1500000US490050007012","Block Group 2, Census Tract 7.01, Cache County, Utah","461","76","388","85","319","82","265","64","54","75","69","43","15","18","7","12","8","14","54","38","41","32","13","20","73","44","64","41","9","14",
"1500000US490050007013","Block Group 3, Census Tract 7.01, Cache County, Utah","298","70","209","73","209","73","160","50","49","67","0","11","0","11","0","11","0","11","0","11","0","11","0","11","89","39","29","27","60","32",
"1500000US490050007021","Block Group 1, Census Tract 7.02, Cache County, Utah","56","26","48","25","48","25","0","11","48","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","13","0","11","8","13",
"1500000US490050007022","Block Group 2, Census Tract 7.02, Cache County, Utah","54","26","14","15","0","11","0","11","0","11","14","15","0","11","0","11","0","11","14","15","0","11","14","15","40","23","0","11","40","23",
"1500000US490050007023","Block Group 3, Census Tract 7.02, Cache County, Utah","428","60","419","59","392","62","3","6","389","59","27","25","0","11","0","11","0","11","27","25","0","11","27","25","9","10","0","11","9","10",
"1500000US490050008001","Block Group 1, Census Tract 8, Cache County, Utah","730","134","241","86","241","86","31","28","210","85","0","11","0","11","0","11","0","11","0","11","0","11","0","11","489","150","6","11","483","150",
"1500000US490050008002","Block Group 2, Census Tract 8, Cache County, Utah","389","72","209","63","162","61","63","37","99","51","47","38","7","10","0","11","7","10","40","35","12","17","28","31","180","69","36","28","144","70",
"1500000US490050008003","Block Group 3, Census Tract 8, Cache County, Utah","404","89","204","71","143","65","24","25","119","58","61","56","7","11","0","11","7","11","54","55","8","12","46","54","200","96","16","18","184","95",
"1500000US490050008004","Block Group 4, Census Tract 8, Cache County, Utah","462","97","195","70","184","68","88","47","96","51","11","18","11","18","0","11","11","18","0","11","0","11","0","11","267","86","68","51","199","72",
"1500000US490050009001","Block Group 1, Census Tract 9, Cache County, Utah","593","93","371","91","235","72","129","52","106","55","136","64","82","61","43","40","39","49","54","31","17","21","37","29","222","75","78","47","144","57",
"1500000US490050009002","Block Group 2, Census Tract 9, Cache County, Utah","314","79","233","82","189","62","118","48","71","45","44","50","4","7","4","7","0","11","40","50","0","11","40","50","81","54","64","51","17","20",
"1500000US490050009003","Block Group 3, Census Tract 9, Cache County, Utah","382","95","237","73","187","57","82","47","105","48","50","50","0","11","0","11","0","11","50","50","8","14","42","47","145","79","45","33","100","82",
"1500000US490050010011","Block Group 1, Census Tract 10.01, Cache County, Utah","431","76","331","71","263","79","214","72","49","36","68","49","34","37","9","13","25","35","34","32","34","32","0","11","100","58","75","49","25","25",
"1500000US490050010012","Block Group 2, Census Tract 10.01, Cache County, Utah","439","89","326","60","285","59","263","60","22","22","41","35","20","25","5","9","15","24","21","29","8","12","13","27","113","80","109","81","4","9",
"1500000US490050010021","Block Group 1, Census Tract 10.02, Cache County, Utah","339","134","205","112","141","51","81","43","60","44","64","94","0","11","0","11","0","11","64","94","0","11","64","94","134","84","67","74","67","49",
"1500000US490050010022","Block Group 2, Census Tract 10.02, Cache County, Utah","273","95","183","76","81","48","36","33","45","33","102","75","0","11","0","11","0","11","102","75","12","20","90","71","90","64","33","42","57","51",
"1500000US490050010023","Block Group 3, Census Tract 10.02, Cache County, Utah","701","133","521","132","436","122","118","63","318","113","85","81","12","21","0","11","12","21","73","79","47","69","26","37","180","79","67","45","113","66",
"1500000US490050010024","Block Group 4, Census Tract 10.02, Cache County, Utah","349","98","190","66","158","70","123","65","35","34","32","27","10","16","10","16","0","11","22","22","15","18","7","12","159","88","52","39","107","82",
"1500000US490050011011","Block Group 1, Census Tract 11.01, Cache County, Utah","861","91","529","75","442","73","358","64","84","53","87","49","18","16","16","15","2","5","69","46","31","25","38","38","332","95","186","71","146","65",
"1500000US490050011012","Block Group 2, Census Tract 11.01, Cache County, Utah","356","58","317","52","317","52","307","56","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","39","38","17","19","22","34",
"1500000US490050011013","Block Group 3, Census Tract 11.01, Cache County, Utah","667","93","546","103","453","100","324","102","129","69","93","55","0","11","0","11","0","11","93","55","71","43","22","35","121","53","104","49","17","19",
"1500000US490050011021","Block Group 1, Census Tract 11.02, Cache County, Utah","422","58","344","64","287","56","282","57","5","9","57","47","8","11","8","11","0","11","49","46","49","46","0","11","78","37","78","37","0","11",
"1500000US490050011022","Block Group 2, Census Tract 11.02, Cache County, Utah","506","71","374","47","353","48","310","47","43","19","21","12","5","7","2","4","3","6","16","10","16","10","0","11","132","46","39","19","93","44",
"1500000US490050011023","Block Group 3, Census Tract 11.02, Cache County, Utah","520","52","400","51","368","46","328","46","40","25","32","26","14","20","14","20","0","11","18","17","10","13","8","11","120","55","77","34","43","46",
"1500000US490050012011","Block Group 1, Census Tract 12.01, Cache County, Utah","518","78","462","69","455","71","431","72","24","23","7","13","0","11","0","11","0","11","7","13","7","13","0","11","56","35","44","30","12","19",
"1500000US490050012012","Block Group 2, Census Tract 12.01, Cache County, Utah","427","61","399","57","399","57","312","62","87","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","25","28","25","0","11",
"1500000US490050012013","Block Group 3, Census Tract 12.01, Cache County, Utah","517","79","414","67","377","65","361","71","16","21","37","34","15","24","15","24","0","11","22","22","14","17","8","14","103","83","94","82","9","15",
"1500000US490050012021","Block Group 1, Census Tract 12.02, Cache County, Utah","544","88","492","83","433","75","357","63","76","56","59","54","48","51","48","51","0","11","11","19","0","11","11","19","52","54","17","19","35","52",
"1500000US490050012022","Block Group 2, Census Tract 12.02, Cache County, Utah","977","91","903","88","814","89","806","91","8","12","89","55","0","11","0","11","0","11","89","55","56","38","33","34","74","44","65","43","9","13",
"1500000US490050013001","Block Group 1, Census Tract 13, Cache County, Utah","598","72","481","71","422","69","381","66","41","30","59","32","20","19","18","18","2","3","39","28","39","28","0","11","117","53","104","52","13","13",
"1500000US490050013002","Block Group 2, Census Tract 13, Cache County, Utah","662","69","605","61","540","71","460","75","80","50","65","34","21","22","7","9","14","21","44","26","34","23","10","15","57","35","57","35","0","11",
"1500000US490050013003","Block Group 3, Census Tract 13, Cache County, Utah","497","57","427","58","349","54","334","56","15","13","78","35","4","7","4","7","0","11","74","34","45","24","29","30","70","39","59","37","11","10",
"1500000US490050014011","Block Group 1, Census Tract 14.01, Cache County, Utah","314","62","289","69","228","62","194","54","34","43","61","49","0","11","0","11","0","11","61","49","39","35","22","34","25","22","17","18","8","14",
"1500000US490050014012","Block Group 2, Census Tract 14.01, Cache County, Utah","504","78","486","75","454","77","385","74","69","49","32","37","0","11","0","11","0","11","32","37","32","37","0","11","18","23","18","23","0","11",
"1500000US490050014013","Block Group 3, Census Tract 14.01, Cache County, Utah","239","59","201","66","194","65","181","68","13","15","7","13","0","11","0","11","0","11","7","13","7","13","0","11","38","31","38","31","0","11",
"1500000US490050014021","Block Group 1, Census Tract 14.02, Cache County, Utah","291","55","269","52","222","58","210","58","12","13","47","42","17","19","11","16","6","10","30","37","25","35","5","9","22","19","22","19","0","11",
"1500000US490050014022","Block Group 2, Census Tract 14.02, Cache County, Utah","417","67","363","73","297","72","286","70","11","16","66","53","43","44","19","26","24","34","23","30","7","12","16","26","54","36","21","19","33","34",
"1500000US490050014023","Block Group 3, Census Tract 14.02, Cache County, Utah","196","54","180","58","137","48","132","50","5","9","43","40","0","11","0","11","0","11","43","40","21","23","22","29","16","18","16","18","0","11",
"1500000US490050015001","Block Group 1, Census Tract 15, Cache County, Utah","288","38","262","38","221","35","217","34","4","5","41","29","25","25","25","25","0","11","16","16","16","16","0","11","26","15","12","11","14","11",
"1500000US490050015002","Block Group 2, Census Tract 15, Cache County, Utah","345","56","303","52","266","46","251","47","15","10","37","22","15","16","13","16","2","3","22","15","15","11","7","11","42","23","34","19","8","12",
"1500000US490059801001","Block Group 1, Census Tract 9801, Cache County, Utah","33","25","22","19","14","14","14","14","0","11","8","10","0","11","0","11","0","11","8","10","8","10","0","11","11","17","0","11","11","17",
"1500000US490070001001","Block Group 1, Census Tract 1, Carbon County, Utah","356","58","278","53","271","53","232","46","39","26","7","11","0","11","0","11","0","11","7","11","0","11","7","11","78","48","39","28","39","40",
"1500000US490070001002","Block Group 2, Census Tract 1, Carbon County, Utah","999","89","769","84","643","85","570","76","73","40","126","52","26","27","18","25","8","11","100","47","22","16","78","45","230","69","142","48","88","46",
"1500000US490070002001","Block Group 1, Census Tract 2, Carbon County, Utah","795","92","492","89","352","103","256","91","96","63","140","56","113","53","68","45","45","40","27","19","8","11","19","15","303","78","112","49","191","69",
"1500000US490070002002","Block Group 2, Census Tract 2, Carbon County, Utah","438","79","355","75","299","76","270","77","29","26","56","34","6","10","6","10","0","11","50","32","36","34","14","12","83","41","38","28","45","34",
"1500000US490070002003","Block Group 3, Census Tract 2, Carbon County, Utah","479","92","349","90","282","74","225","64","57","50","67","56","0","11","0","11","0","11","67","56","32","32","35","49","130","47","83","33","47","38",
"1500000US490070003001","Block Group 1, Census Tract 3, Carbon County, Utah","277","55","210","55","172","52","147","53","25","20","38","29","10","15","10","15","0","11","28","24","6","12","22","24","67","44","58","40","9","16",
