"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Family households","Margin of Error!!Total!!Family households","Estimate!!Total!!Family households!!Married-couple family","Margin of Error!!Total!!Family households!!Married-couple family","Estimate!!Total!!Family households!!Married-couple family!!Owner-occupied housing units","Margin of Error!!Total!!Family households!!Married-couple family!!Owner-occupied housing units","Estimate!!Total!!Family households!!Married-couple family!!Renter-occupied housing units","Margin of Error!!Total!!Family households!!Married-couple family!!Renter-occupied housing units","Estimate!!Total!!Family households!!Other family","Margin of Error!!Total!!Family households!!Other family","Estimate!!Total!!Family households!!Other family!!Male householder, no wife present","Margin of Error!!Total!!Family households!!Other family!!Male householder, no wife present","Estimate!!Total!!Family households!!Other family!!Male householder, no wife present!!Owner-occupied housing units","Margin of Error!!Total!!Family households!!Other family!!Male householder, no wife present!!Owner-occupied housing units","Estimate!!Total!!Family households!!Other family!!Male householder, no wife present!!Renter-occupied housing units","Margin of Error!!Total!!Family households!!Other family!!Male householder, no wife present!!Renter-occupied housing units","Estimate!!Total!!Family households!!Other family!!Female householder, no husband present","Margin of Error!!Total!!Family households!!Other family!!Female householder, no husband present","Estimate!!Total!!Family households!!Other family!!Female householder, no husband present!!Owner-occupied housing units","Margin of Error!!Total!!Family households!!Other family!!Female householder, no husband present!!Owner-occupied housing units","Estimate!!Total!!Family households!!Other family!!Female householder, no husband present!!Renter-occupied housing units","Margin of Error!!Total!!Family households!!Other family!!Female householder, no husband present!!Renter-occupied housing units","Estimate!!Total!!Nonfamily households","Margin of Error!!Total!!Nonfamily households","Estimate!!Total!!Nonfamily households!!Owner-occupied housing units","Margin of Error!!Total!!Nonfamily households!!Owner-occupied housing units","Estimate!!Total!!Nonfamily households!!Renter-occupied housing units","Margin of Error!!Total!!Nonfamily households!!Renter-occupied housing units",
"1500000US490339501002","Block Group 2, Census Tract 9501, Rich County, Utah","326","43","287","43","239","44","224","44","15","12","48","31","11","13","2","3","9","13","37","27","29","26","8","9","39","15","33","15","6","5",
"1500000US490351001001","Block Group 1, Census Tract 1001, Salt Lake County, Utah","245","64","129","55","82","47","50","34","32","35","47","31","6","13","0","11","6","13","41","35","17","15","24","32","116","54","34","23","82","54",
"1500000US490351001002","Block Group 2, Census Tract 1001, Salt Lake County, Utah","296","61","182","55","146","47","102","46","44","31","36","32","24","24","4","8","20","23","12","17","0","11","12","17","114","40","36","26","78","38",
"1500000US490351002001","Block Group 1, Census Tract 1002, Salt Lake County, Utah","484","50","340","56","321","62","238","46","83","51","19","19","8","12","8","12","0","11","11","16","11","16","0","11","144","47","56","30","88","38",
"1500000US490351003061","Block Group 1, Census Tract 1003.06, Salt Lake County, Utah","462","92","401","96","218","89","67","36","151","83","183","83","43","40","36","39","7","12","140","71","21","23","119","65","61","49","20","18","41","45",
"1500000US490351003062","Block Group 2, Census Tract 1003.06, Salt Lake County, Utah","529","95","278","81","245","78","125","52","120","72","33","29","0","11","0","11","0","11","33","29","33","29","0","11","251","75","44","34","207","68",
"1500000US490351003063","Block Group 3, Census Tract 1003.06, Salt Lake County, Utah","498","89","384","76","259","80","183","67","76","54","125","59","74","47","74","47","0","11","51","45","10","16","41","43","114","51","94","50","20","22",
"1500000US490351003071","Block Group 1, Census Tract 1003.07, Salt Lake County, Utah","483","85","438","91","338","80","338","80","0","11","100","62","18","20","18","20","0","11","82","59","74","56","8","14","45","33","39","31","6","9",
"1500000US490351003072","Block Group 2, Census Tract 1003.07, Salt Lake County, Utah","364","109","343","107","261","101","215","93","46","49","82","64","27","42","0","11","27","42","55","49","29","25","26","43","21","24","21","24","0","11",
"1500000US490351003073","Block Group 3, Census Tract 1003.07, Salt Lake County, Utah","390","106","377","107","314","113","219","108","95","80","63","44","27","43","0","11","27","43","36","41","14","17","22","37","13","14","13","14","0","11",
"1500000US490351003081","Block Group 1, Census Tract 1003.08, Salt Lake County, Utah","542","111","359","104","200","75","82","57","118","71","159","94","39","60","0","11","39","60","120","84","4","10","116","83","183","97","15","19","168","95",
"1500000US490351003082","Block Group 2, Census Tract 1003.08, Salt Lake County, Utah","676","129","510","129","305","98","127","61","178","82","205","105","0","11","0","11","0","11","205","105","130","85","75","71","166","94","53","52","113","76",
"1500000US490351005001","Block Group 1, Census Tract 1005, Salt Lake County, Utah","346","83","249","91","168","73","168","73","0","11","81","68","48","62","9","15","39","61","33","36","33","36","0","11","97","59","97","59","0","11",
"1500000US490351005002","Block Group 2, Census Tract 1005, Salt Lake County, Utah","464","107","305","97","130","72","130","72","0","11","175","73","72","56","48","36","24","38","103","59","103","59","0","11","159","103","96","71","63","75",
"1500000US490351005003","Block Group 3, Census Tract 1005, Salt Lake County, Utah","458","130","312","132","195","134","99","64","96","118","117","56","50","46","34","35","16","26","67","36","44","35","23","36","146","71","146","71","0","11",
"1500000US490351005004","Block Group 4, Census Tract 1005, Salt Lake County, Utah","340","108","135","84","124","85","124","85","0","11","11","18","11","18","11","18","0","11","0","11","0","11","0","11","205","115","190","111","15","25",
"1500000US490351005005","Block Group 5, Census Tract 1005, Salt Lake County, Utah","435","156","310","160","229","152","51","55","178","147","81","77","81","77","0","11","81","77","0","11","0","11","0","11","125","79","25","37","100","71",
"1500000US490351006001","Block Group 1, Census Tract 1006, Salt Lake County, Utah","474","154","284","146","210","140","172","142","38","45","74","54","54","45","19","23","35","40","20","31","0","11","20","31","190","101","94","64","96","89",
"1500000US490351006002","Block Group 2, Census Tract 1006, Salt Lake County, Utah","356","96","271","92","148","85","95","65","53","61","123","74","5","17","5","17","0","11","118","73","84","61","34","43","85","60","85","60","0","11",
"1500000US490351006003","Block Group 3, Census Tract 1006, Salt Lake County, Utah","466","120","381","120","318","116","214","93","104","86","63","48","13","21","13","21","0","11","50","43","38","41","12","21","85","59","85","59","0","11",
"1500000US490351006004","Block Group 4, Census Tract 1006, Salt Lake County, Utah","451","136","254","129","115","88","0","11","115","88","139","93","20","31","20","31","0","11","119","89","45","54","74","73","197","107","155","98","42","46",
"1500000US490351006005","Block Group 5, Census Tract 1006, Salt Lake County, Utah","356","145","254","128","204","124","122","101","82","100","50","43","14","24","14","24","0","11","36","38","20","25","16","28","102","62","40","47","62","69",
"1500000US490351007001","Block Group 1, Census Tract 1007, Salt Lake County, Utah","366","88","127","40","102","35","82","32","20","18","25","23","0","11","0","11","0","11","25","23","19","21","6","10","239","78","98","42","141","71",
"1500000US490351007002","Block Group 2, Census Tract 1007, Salt Lake County, Utah","569","78","230","73","169","58","74","41","95","55","61","52","0","11","0","11","0","11","61","52","40","39","21","34","339","84","146","58","193","64",
"1500000US490351007003","Block Group 3, Census Tract 1007, Salt Lake County, Utah","358","78","180","73","108","59","47","37","61","51","72","54","4","8","0","11","4","8","68","53","0","11","68","53","178","66","18","19","160","64",
"1500000US490351008001","Block Group 1, Census Tract 1008, Salt Lake County, Utah","495","105","198","82","130","74","49","42","81","64","68","40","26","15","0","11","26","15","42","39","32","36","10","15","297","97","31","28","266","93",
"1500000US490351008002","Block Group 2, Census Tract 1008, Salt Lake County, Utah","349","81","97","51","78","45","30","25","48","35","19","22","19","22","0","11","19","22","0","11","0","11","0","11","252","77","118","49","134","63",
"1500000US490351008003","Block Group 3, Census Tract 1008, Salt Lake County, Utah","509","102","135","63","111","53","0","11","111","53","24","34","0","11","0","11","0","11","24","34","0","11","24","34","374","102","11","18","363","104",
"1500000US490351010001","Block Group 1, Census Tract 1010, Salt Lake County, Utah","440","70","239","55","189","57","147","51","42","33","50","34","36","32","20","22","16","23","14","17","14","17","0","11","201","61","105","43","96","51",
"1500000US490351010002","Block Group 2, Census Tract 1010, Salt Lake County, Utah","855","94","620","95","457","100","357","95","100","55","163","78","75","58","11","17","64","57","88","50","62","43","26","27","235","82","70","33","165","77",
"1500000US490351011011","Block Group 1, Census Tract 1011.01, Salt Lake County, Utah","550","99","210","56","183","56","76","46","107","52","27","31","0","11","0","11","0","11","27","31","27","31","0","11","340","94","111","57","229","93",
"1500000US490351011012","Block Group 2, Census Tract 1011.01, Salt Lake County, Utah","577","95","154","76","95","60","20","28","75","50","59","52","11","19","11","19","0","11","48","55","0","11","48","55","423","109","82","80","341","109",
"1500000US490351011021","Block Group 1, Census Tract 1011.02, Salt Lake County, Utah","833","156","254","133","135","91","13","21","122","91","119","95","92","89","18","28","74","84","27","30","0","11","27","30","579","138","34","40","545","136",
"1500000US490351011022","Block Group 2, Census Tract 1011.02, Salt Lake County, Utah","690","136","183","99","109","72","55","46","54","65","74","79","9","14","9","14","0","11","65","78","51","74","14","23","507","116","170","64","337","118",
"1500000US490351011023","Block Group 3, Census Tract 1011.02, Salt Lake County, Utah","658","154","129","67","99","58","26","28","73","51","30","48","0","11","0","11","0","11","30","48","0","11","30","48","529","156","73","73","456","141",
"1500000US490351012001","Block Group 1, Census Tract 1012, Salt Lake County, Utah","435","108","209","76","195","79","152","70","43","47","14","21","0","11","0","11","0","11","14","21","14","21","0","11","226","113","72","47","154","116",
"1500000US490351012002","Block Group 2, Census Tract 1012, Salt Lake County, Utah","380","94","119","70","105","67","92","66","13","22","14","21","0","11","0","11","0","11","14","21","14","21","0","11","261","89","59","49","202","90",
"1500000US490351012003","Block Group 3, Census Tract 1012, Salt Lake County, Utah","556","100","104","62","73","55","73","55","0","11","31","37","18","29","18","29","0","11","13","22","0","11","13","22","452","108","166","69","286","100",
"1500000US490351012004","Block Group 4, Census Tract 1012, Salt Lake County, Utah","641","112","234","91","215","87","125","78","90","63","19","29","0","11","0","11","0","11","19","29","19","29","0","11","407","96","98","71","309","94",
"1500000US490351014001","Block Group 1, Census Tract 1014, Salt Lake County, Utah","227","93","227","93","220","87","36","8","184","87","7","13","0","11","0","11","0","11","7","13","0","11","7","13","0","11","0","11","0","11",
"1500000US490351014002","Block Group 2, Census Tract 1014, Salt Lake County, Utah","613","132","529","128","521","129","0","11","521","129","8","14","8","14","0","11","8","14","0","11","0","11","0","11","84","64","0","11","84","64",
"1500000US490351014003","Block Group 3, Census Tract 1014, Salt Lake County, Utah","449","84","39","29","14","17","0","11","14","17","25","24","9","13","0","11","9","13","16","20","0","11","16","20","410","81","17","20","393","83",
"1500000US490351015001","Block Group 1, Census Tract 1015, Salt Lake County, Utah","387","100","145","65","94","53","50","30","44","40","51","52","12","18","12","18","0","11","39","50","0","11","39","50","242","86","113","61","129","82",
"1500000US490351015002","Block Group 2, Census Tract 1015, Salt Lake County, Utah","356","88","110","44","92","40","53","32","39","28","18","21","7","11","0","11","7","11","11","17","0","11","11","17","246","83","41","23","205","83",
"1500000US490351015003","Block Group 3, Census Tract 1015, Salt Lake County, Utah","513","101","131","58","95","52","40","32","55","41","36","30","9","16","9","16","0","11","27","26","0","11","27","26","382","107","38","32","344","109",
"1500000US490351015004","Block Group 4, Census Tract 1015, Salt Lake County, Utah","291","78","54","31","47","29","25","20","22","24","7","14","0","11","0","11","0","11","7","14","0","11","7","14","237","84","24","24","213","87",
"1500000US490351016001","Block Group 1, Census Tract 1016, Salt Lake County, Utah","445","89","54","38","48","36","23","26","25","26","6","10","0","11","0","11","0","11","6","10","0","11","6","10","391","90","24","27","367","89",
"1500000US490351016002","Block Group 2, Census Tract 1016, Salt Lake County, Utah","636","107","176","58","176","58","94","36","82","45","0","11","0","11","0","11","0","11","0","11","0","11","0","11","460","101","96","47","364","100",
"1500000US490351016003","Block Group 3, Census Tract 1016, Salt Lake County, Utah","677","100","262","66","208","61","141","58","67","41","54","42","0","11","0","11","0","11","54","42","19","21","35","34","415","109","130","71","285","101",
"1500000US490351017001","Block Group 1, Census Tract 1017, Salt Lake County, Utah","727","98","212","88","123","63","45","36","78","53","89","66","21","25","12","19","9","15","68","62","11","19","57","59","515","102","90","48","425","98",
"1500000US490351017002","Block Group 2, Census Tract 1017, Salt Lake County, Utah","586","93","147","64","118","60","37","35","81","50","29","29","13","21","0","11","13","21","16","19","0","11","16","19","439","87","106","45","333","82",
"1500000US490351017003","Block Group 3, Census Tract 1017, Salt Lake County, Utah","379","93","107","68","76","57","0","11","76","57","31","35","13","15","0","11","13","15","18","30","18","30","0","11","272","82","16","15","256","81",
"1500000US490351018001","Block Group 1, Census Tract 1018, Salt Lake County, Utah","636","93","246","62","208","57","147","64","61","45","38","34","0","11","0","11","0","11","38","34","10","17","28","29","390","85","50","32","340","88",
"1500000US490351018002","Block Group 2, Census Tract 1018, Salt Lake County, Utah","532","82","120","56","114","57","80","53","34","26","6","9","0","11","0","11","0","11","6","9","0","11","6","9","412","92","110","62","302","82",
"1500000US490351018003","Block Group 3, Census Tract 1018, Salt Lake County, Utah","323","58","88","47","62","42","31","28","31","31","26","21","18","19","9","14","9","13","8","13","0","11","8","13","235","61","91","49","144","51",
"1500000US490351019001","Block Group 1, Census Tract 1019, Salt Lake County, Utah","821","104","118","47","113","49","36","26","77","45","5","9","0","11","0","11","0","11","5","9","0","11","5","9","703","114","108","72","595","111",
"1500000US490351019002","Block Group 2, Census Tract 1019, Salt Lake County, Utah","550","89","129","47","75","38","6","10","69","37","54","36","11","17","0","11","11","17","43","31","0","11","43","31","421","91","24","25","397","90",
"1500000US490351020001","Block Group 1, Census Tract 1020, Salt Lake County, Utah","503","101","162","83","120","80","18","23","102","79","42","31","8","12","0","11","8","12","34","30","0","11","34","30","341","80","85","44","256","76",
"1500000US490351020002","Block Group 2, Census Tract 1020, Salt Lake County, Utah","296","69","88","57","48","37","30","29","18","20","40","43","22","36","22","36","0","11","18","23","12","19","6","10","208","62","73","37","135","61",
"1500000US490351020003","Block Group 3, Census Tract 1020, Salt Lake County, Utah","468","104","172","87","140","73","56","34","84","66","32","44","0","11","0","11","0","11","32","44","8","12","24","42","296","95","20","22","276","91",
"1500000US490351021001","Block Group 1, Census Tract 1021, Salt Lake County, Utah","989","91","179","71","163","74","21","29","142","68","16","19","8","11","0","11","8","11","8","16","0","11","8","16","810","100","82","52","728","103",
"1500000US490351023001","Block Group 1, Census Tract 1023, Salt Lake County, Utah","581","86","335","88","199","68","134","40","65","57","136","74","62","45","23","28","39","39","74","62","0","11","74","62","246","76","34","31","212","69",
"1500000US490351023002","Block Group 2, Census Tract 1023, Salt Lake County, Utah","904","97","138","65","69","43","18","21","51","37","69","53","25","27","16","24","9","13","44","47","13","17","31","47","766","107","65","38","701","104",
"1500000US490351025001","Block Group 1, Census Tract 1025, Salt Lake County, Utah","1488","135","278","109","190","84","8","13","182","83","88","71","18","21","0","11","18","21","70","57","0","11","70","57","1210","163","92","49","1118","148",
"1500000US490351026001","Block Group 1, Census Tract 1026, Salt Lake County, Utah","213","76","122","56","101","57","22","20","79","56","21","22","21","22","10","14","11","16","0","11","0","11","0","11","91","61","33","41","58","46",
"1500000US490351026002","Block Group 2, Census Tract 1026, Salt Lake County, Utah","327","94","261","80","115","67","88","58","27","33","146","69","63","59","63","59","0","11","83","53","76","51","7","11","66","55","35","27","31","50",
"1500000US490351026003","Block Group 3, Census Tract 1026, Salt Lake County, Utah","678","108","437","107","256","91","225","89","31","25","181","79","20","22","20","22","0","11","161","76","83","56","78","62","241","92","121","65","120","70",
"1500000US490351027011","Block Group 1, Census Tract 1027.01, Salt Lake County, Utah","488","104","271","97","159","89","104","58","55","69","112","65","8","12","8","12","0","11","104","66","81","58","23","37","217","66","181","66","36","45",
"1500000US490351027012","Block Group 2, Census Tract 1027.01, Salt Lake County, Utah","581","108","296","97","161","78","103","68","58","53","135","76","33","38","15","22","18","30","102","66","7","11","95","64","285","85","64","37","221","81",
"1500000US490351027013","Block Group 3, Census Tract 1027.01, Salt Lake County, Utah","526","79","354","78","247","76","170","54","77","61","107","61","59","47","0","11","59","47","48","34","21","28","27","28","172","60","118","56","54","39",
"1500000US490351027021","Block Group 1, Census Tract 1027.02, Salt Lake County, Utah","316","91","191","77","71","58","41","49","30","35","120","59","17","28","0","11","17","28","103","59","61","49","42","41","125","73","36","53","89","55",
"1500000US490351027022","Block Group 2, Census Tract 1027.02, Salt Lake County, Utah","741","110","592","112","344","119","147","73","197","95","248","124","50","55","50","55","0","11","198","117","91","60","107","87","149","80","51","35","98","69",
"1500000US490351028011","Block Group 1, Census Tract 1028.01, Salt Lake County, Utah","343","83","217","73","161","62","80","45","81","56","56","46","23","31","23","31","0","11","33","30","17","26","16","20","126","54","77","41","49","44",
"1500000US490351028012","Block Group 2, Census Tract 1028.01, Salt Lake County, Utah","627","141","479","127","346","107","296","93","50","62","133","83","72","68","30","29","42","64","61","54","12","20","49","50","148","86","98","57","50","72",
"1500000US490351028013","Block Group 3, Census Tract 1028.01, Salt Lake County, Utah","813","150","645","143","457","141","316","122","141","99","188","93","120","84","35","32","85","83","68","43","31","25","37","31","168","88","106","82","62","49",
"1500000US490351028021","Block Group 1, Census Tract 1028.02, Salt Lake County, Utah","418","103","334","107","134","62","76","41","58","57","200","114","56","55","8","13","48","55","144","97","0","11","144","97","84","51","12","18","72","48",
"1500000US490351028022","Block Group 2, Census Tract 1028.02, Salt Lake County, Utah","384","82","336","84","257","65","197","54","60","44","79","60","0","11","0","11","0","11","79","60","25","21","54","56","48","39","36","33","12","19",
"1500000US490351028023","Block Group 3, Census Tract 1028.02, Salt Lake County, Utah","462","92","363","96","155","67","82","42","73","51","208","95","57","61","10","18","47","57","151","86","50","53","101","75","99","57","8","13","91","56",
"1500000US490351029001","Block Group 1, Census Tract 1029, Salt Lake County, Utah","952","162","290","103","149","91","64","58","85","71","141","74","33","50","33","50","0","11","108","59","38","40","70","59","662","155","65","71","597","150",
"1500000US490351029002","Block Group 2, Census Tract 1029, Salt Lake County, Utah","585","154","344","109","180","93","15","22","165","90","164","83","48","59","0","11","48","59","116","62","0","11","116","62","241","112","65","56","176","106",
"1500000US490351029003","Block Group 3, Census Tract 1029, Salt Lake County, Utah","588","120","189","89","53","44","32","33","21","26","136","75","27","27","0","11","27","27","109","89","7","14","102","89","399","113","99","61","300","113",
"1500000US490351030001","Block Group 1, Census Tract 1030, Salt Lake County, Utah","613","96","303","88","219","71","176","70","43","29","84","58","31","29","13","18","18","20","53","51","24","38","29","32","310","73","119","54","191","69",
"1500000US490351030002","Block Group 2, Census Tract 1030, Salt Lake County, Utah","593","93","318","94","244","92","154","72","90","67","74","46","7","12","7","12","0","11","67","44","38","32","29","30","275","78","171","66","104","59",
"1500000US490351031001","Block Group 1, Census Tract 1031, Salt Lake County, Utah","512","85","333","80","239","67","185","61","54","36","94","63","62","55","34","30","28","45","32","41","7","11","25","39","179","60","155","59","24","21",
"1500000US490351031002","Block Group 2, Census Tract 1031, Salt Lake County, Utah","648","117","393","90","224","94","74","44","150","90","169","71","59","56","18","27","41","56","110","59","7","11","103","57","255","83","164","57","91","59",
"1500000US490351031003","Block Group 3, Census Tract 1031, Salt Lake County, Utah","549","96","274","84","105","62","85","58","20","22","169","68","52","40","13","20","39","32","117","71","53","60","64","46","275","84","96","53","179","80",
"1500000US490351032001","Block Group 1, Census Tract 1032, Salt Lake County, Utah","603","123","387","119","283","91","255","90","28","34","104","78","30","35","18","29","12","21","74","68","10","18","64","72","216","96","167","89","49","48",
"1500000US490351032002","Block Group 2, Census Tract 1032, Salt Lake County, Utah","651","132","332","114","206","86","142","69","64","52","126","102","107","101","86","91","21","40","19","27","19","27","0","11","319","131","217","120","102","68",
"1500000US490351032003","Block Group 3, Census Tract 1032, Salt Lake County, Utah","900","150","295","92","202","80","154","76","48","44","93","64","24","36","24","36","0","11","69","54","30","37","39","47","605","150","143","87","462","117",
"1500000US490351033001","Block Group 1, Census Tract 1033, Salt Lake County, Utah","538","119","202","78","102","52","31","31","71","44","100","75","0","11","0","11","0","11","100","75","90","73","10","15","336","110","33","36","303","104",
"1500000US490351033002","Block Group 2, Census Tract 1033, Salt Lake County, Utah","775","131","184","60","163","60","105","58","58","36","21","29","13","24","13","24","0","11","8","16","0","11","8","16","591","136","167","81","424","133",
"1500000US490351033003","Block Group 3, Census Tract 1033, Salt Lake County, Utah","595","127","298","81","204","82","145","71","59","55","94","53","41","48","41","48","0","11","53","33","38","29","15","23","297","110","158","76","139","88",
"1500000US490351034001","Block Group 1, Census Tract 1034, Salt Lake County, Utah","571","96","359","87","198","61","132","48","66","43","161","73","23","27","23","27","0","11","138","68","99","67","39","32","212","90","115","61","97","73",
"1500000US490351034002","Block Group 2, Census Tract 1034, Salt Lake County, Utah","607","93","339","79","217","62","186","51","31","28","122","58","29","30","5","9","24","28","93","52","28","25","65","45","268","85","71","39","197","79",
"1500000US490351034003","Block Group 3, Census Tract 1034, Salt Lake County, Utah","557","79","346","90","253","82","167","58","86","64","93","54","0","11","0","11","0","11","93","54","50","39","43","34","211","69","149","60","62","35",
"1500000US490351035001","Block Group 1, Census Tract 1035, Salt Lake County, Utah","447","71","297","61","239","59","215","57","24","21","58","38","11","18","11","18","0","11","47","35","35","31","12","17","150","77","62","52","88","67",
"1500000US490351035002","Block Group 2, Census Tract 1035, Salt Lake County, Utah","697","96","346","85","240","76","137","59","103","54","106","66","5","9","0","11","5","9","101","65","69","53","32","37","351","97","160","74","191","77",
"1500000US490351035003","Block Group 3, Census Tract 1035, Salt Lake County, Utah","602","93","278","71","189","62","121","55","68","41","89","69","34","50","34","50","0","11","55","47","40","42","15","22","324","81","145","58","179","79",
"1500000US490351036001","Block Group 1, Census Tract 1036, Salt Lake County, Utah","473","60","320","50","234","47","204","47","30","25","86","46","12","19","12","19","0","11","74","41","48","35","26","25","153","65","124","65","29","27",
"1500000US490351036002","Block Group 2, Census Tract 1036, Salt Lake County, Utah","525","58","309","66","245","67","196","47","49","56","64","37","0","11","0","11","0","11","64","37","64","37","0","11","216","60","160","54","56","40",
"1500000US490351037001","Block Group 1, Census Tract 1037, Salt Lake County, Utah","411","65","269","57","217","54","217","54","0","11","52","38","10","17","0","11","10","17","42","35","32","31","10","16","142","53","90","49","52","35",
"1500000US490351037002","Block Group 2, Census Tract 1037, Salt Lake County, Utah","610","85","358","73","248","62","213","58","35","29","110","59","37","26","37","26","0","11","73","55","44","32","29","45","252","83","161","68","91","62",
"1500000US490351038001","Block Group 1, Census Tract 1038, Salt Lake County, Utah","458","76","283","75","199","52","160","46","39","31","84","62","45","60","38","58","7","12","39","29","6","13","33","27","175","63","100","45","75","53",
"1500000US490351038002","Block Group 2, Census Tract 1038, Salt Lake County, Utah","448","73","226","50","161","51","143","53","18","18","65","44","13","20","0","11","13","20","52","40","32","28","20","29","222","68","69","37","153","66",
"1500000US490351039001","Block Group 1, Census Tract 1039, Salt Lake County, Utah","447","68","266","72","205","58","162","49","43","33","61","52","15","16","7","12","8","12","46","49","10","16","36","47","181","73","76","38","105","71",
"1500000US490351039002","Block Group 2, Census Tract 1039, Salt Lake County, Utah","469","87","370","85","334","87","238","62","96","76","36","28","10","15","10","15","0","11","26","24","17","20","9","14","99","64","80","60","19","21",
"1500000US490351039003","Block Group 3, Census Tract 1039, Salt Lake County, Utah","510","70","380","84","263","74","220","80","43","35","117","63","9","14","0","11","9","14","108","61","61","37","47","51","130","48","114","46","16","18",
"1500000US490351040001","Block Group 1, Census Tract 1040, Salt Lake County, Utah","522","72","376","70","319","70","213","63","106","49","57","52","28","43","28","43","0","11","29","26","16","18","13","20","146","71","80","40","66","60",
"1500000US490351040002","Block Group 2, Census Tract 1040, Salt Lake County, Utah","360","54","272","59","255","59","223","52","32","47","17","20","0","11","0","11","0","11","17","20","0","11","17","20","88","38","88","38","0","11",
"1500000US490351040003","Block Group 3, Census Tract 1040, Salt Lake County, Utah","282","57","232","60","214","65","194","62","20","22","18","20","0","11","0","11","0","11","18","20","8","12","10","15","50","30","41","28","9","14",
"1500000US490351041001","Block Group 1, Census Tract 1041, Salt Lake County, Utah","517","75","349","76","303","74","280","74","23","20","46","32","0","11","0","11","0","11","46","32","34","28","12","17","168","62","96","47","72","49",
"1500000US490351041002","Block Group 2, Census Tract 1041, Salt Lake County, Utah","554","67","367","68","302","69","255","68","47","40","65","44","17","25","17","25","0","11","48","33","26","22","22","24","187","68","148","66","39","45",
"1500000US490351042001","Block Group 1, Census Tract 1042, Salt Lake County, Utah","616","85","469","92","416","91","313","75","103","59","53","43","16","24","16","24","0","11","37","34","24","28","13","20","147","56","134","54","13","21",
"1500000US490351042002","Block Group 2, Census Tract 1042, Salt Lake County, Utah","296","68","252","74","223","80","223","80","0","11","29","32","15","24","15","24","0","11","14","21","14","21","0","11","44","40","44","40","0","11",
"1500000US490351042003","Block Group 3, Census Tract 1042, Salt Lake County, Utah","331","70","264","83","246","82","246","82","0","11","18","29","18","29","18","29","0","11","0","11","0","11","0","11","67","44","56","48","11","17",
"1500000US490351042004","Block Group 4, Census Tract 1042, Salt Lake County, Utah","531","107","391","112","324","107","260","91","64","57","67","70","43","64","43","64","0","11","24","31","24","31","0","11","140","76","80","48","60","60",
"1500000US490351042005","Block Group 5, Census Tract 1042, Salt Lake County, Utah","267","65","249","66","249","66","240","63","9","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","29","18","29","0","11",
"1500000US490351042006","Block Group 6, Census Tract 1042, Salt Lake County, Utah","532","113","213","82","213","82","198","78","15","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","319","99","248","100","71","71",
"1500000US490351043001","Block Group 1, Census Tract 1043, Salt Lake County, Utah","514","86","279","69","198","58","172","51","26","27","81","50","39","51","7","11","32","49","42","31","25","28","17","14","235","67","93","41","142","50",
"1500000US490351043002","Block Group 2, Census Tract 1043, Salt Lake County, Utah","655","81","274","57","215","55","135","50","80","40","59","44","41","39","21","31","20","22","18","20","18","20","0","11","381","76","69","29","312","75",
"1500000US490351044001","Block Group 1, Census Tract 1044, Salt Lake County, Utah","388","44","299","46","249","42","240","42","9","13","50","30","20","20","10","13","10","16","30","22","23","25","7","10","89","47","80","46","9","13",
"1500000US490351044002","Block Group 2, Census Tract 1044, Salt Lake County, Utah","296","40","222","43","217","45","199","45","18","21","5","8","5","8","5","8","0","11","0","11","0","11","0","11","74","31","67","29","7","12",
"1500000US490351047001","Block Group 1, Census Tract 1047, Salt Lake County, Utah","585","109","309","109","259","87","218","88","41","42","50","66","50","66","11","17","39","63","0","11","0","11","0","11","276","92","115","69","161","85",
"1500000US490351047002","Block Group 2, Census Tract 1047, Salt Lake County, Utah","830","110","578","126","394","120","317","110","77","63","184","87","48","39","34","31","14","22","136","81","87","73","49","37","252","80","229","85","23","27",
"1500000US490351047003","Block Group 3, Census Tract 1047, Salt Lake County, Utah","653","96","297","98","285","97","210","84","75","56","12","20","12","20","12","20","0","11","0","11","0","11","0","11","356","97","217","84","139","78",
"1500000US490351048001","Block Group 1, Census Tract 1048, Salt Lake County, Utah","410","107","300","110","204","95","127","66","77","77","96","68","13","20","13","20","0","11","83","67","41","37","42","66","110","72","93","67","17","28",
"1500000US490351048002","Block Group 2, Census Tract 1048, Salt Lake County, Utah","575","84","352","115","303","116","181","70","122","103","49","37","0","11","0","11","0","11","49","37","44","35","5","10","223","86","185","75","38","40",
"1500000US490351048003","Block Group 3, Census Tract 1048, Salt Lake County, Utah","531","87","193","91","101","62","83","56","18","29","92","79","62","74","17","26","45","69","30","29","30","29","0","11","338","93","214","86","124","60",
"1500000US490351048004","Block Group 4, Census Tract 1048, Salt Lake County, Utah","704","102","427","93","314","84","236","88","78","54","113","77","49","55","0","11","49","55","64","55","17","26","47","47","277","108","127","64","150","97",
