"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M","B11012_016E","B11012_016M","B11012_017E","B11012_017M",
"1500000US490039602001","Block Group 1, Census Tract 9602, Box Elder County, Utah","509","82","345","71","106","46","239","58","63","78","8","10","55","78","50","31","45","30","0","11","5","5","0","11","51","33","46","32","3","4","1","2","1","2",
"1500000US490039602002","Block Group 2, Census Tract 9602, Box Elder County, Utah","322","91","264","92","190","91","74","40","0","11","0","11","0","11","16","23","16","23","0","11","0","11","0","11","42","30","5","9","0","11","22","23","15","19",
"1500000US490039602003","Block Group 3, Census Tract 9602, Box Elder County, Utah","618","67","440","51","269","45","171","35","8","6","4","6","4","6","99","38","43","21","39","26","17","12","0","11","71","41","39","28","0","11","32","29","0","11",
"1500000US490039602004","Block Group 4, Census Tract 9602, Box Elder County, Utah","511","95","325","71","148","74","177","45","14","19","0","11","14","19","58","37","55","36","0","11","2","4","1","2","114","73","84","72","13","19","17","19","0","11",
"1500000US490039602005","Block Group 5, Census Tract 9602, Box Elder County, Utah","192","46","141","45","97","38","44","22","0","11","0","11","0","11","38","26","19","17","6","10","13","15","0","11","13","17","13","17","0","11","0","11","0","11",
"1500000US490039602006","Block Group 6, Census Tract 9602, Box Elder County, Utah","265","86","137","76","84","74","53","28","7","7","3","4","4","6","66","36","44","34","3","5","19","15","0","11","55","33","43","30","0","11","4","5","8","13",
"1500000US490039603001","Block Group 1, Census Tract 9603, Box Elder County, Utah","459","91","361","99","186","84","175","74","10","19","0","11","10","19","74","52","23","22","4","6","28","38","19","24","14","12","5","7","0","11","9","11","0","11",
"1500000US490039603002","Block Group 2, Census Tract 9603, Box Elder County, Utah","328","102","235","79","161","75","74","58","0","11","0","11","0","11","15","24","15","24","0","11","0","11","0","11","78","84","24","39","0","11","54","72","0","11",
"1500000US490039603003","Block Group 3, Census Tract 9603, Box Elder County, Utah","377","112","157","104","68","57","89","87","0","11","0","11","0","11","105","71","62","53","43","63","0","11","0","11","115","88","102","87","0","11","13","20","0","11",
"1500000US490039603004","Block Group 4, Census Tract 9603, Box Elder County, Utah","595","133","418","123","197","91","221","108","15","24","0","11","15","24","0","11","0","11","0","11","0","11","0","11","162","106","123","102","29","33","10","16","0","11",
"1500000US490039603005","Block Group 5, Census Tract 9603, Box Elder County, Utah","786","143","457","158","305","127","152","89","60","72","50","71","10","17","143","103","107","94","14","24","22","36","0","11","126","95","54","50","72","83","0","11","0","11",
"1500000US490039603006","Block Group 6, Census Tract 9603, Box Elder County, Utah","273","69","204","70","91","50","113","56","0","11","0","11","0","11","69","58","32","38","37","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US490039604001","Block Group 1, Census Tract 9604, Box Elder County, Utah","651","93","434","64","239","55","195","50","0","11","0","11","0","11","43","44","15","16","28","42","0","11","0","11","174","93","83","49","83","78","8","12","0","11",
"1500000US490039604002","Block Group 2, Census Tract 9604, Box Elder County, Utah","525","60","371","54","155","44","216","40","8","6","4","4","4","4","76","28","41","18","4","5","31","25","0","11","70","25","47","21","8","10","15","15","0","11",
"1500000US490039604003","Block Group 3, Census Tract 9604, Box Elder County, Utah","413","54","284","55","123","48","161","43","18","17","18","17","0","11","67","32","57","30","1","3","7","7","2","3","44","20","25","13","12","14","7","8","0","11",
"1500000US490039605001","Block Group 1, Census Tract 9605, Box Elder County, Utah","444","73","362","74","215","75","147","40","27","28","9","14","18","23","26","26","8","12","9","16","0","11","9","15","29","24","27","23","2","5","0","11","0","11",
"1500000US490039605002","Block Group 2, Census Tract 9605, Box Elder County, Utah","382","60","287","57","133","53","154","55","0","11","0","11","0","11","68","52","27","34","13","18","28","33","0","11","27","20","14","13","0","11","13","14","0","11",
"1500000US490039605003","Block Group 3, Census Tract 9605, Box Elder County, Utah","628","120","342","106","180","88","162","70","0","11","0","11","0","11","125","65","125","65","0","11","0","11","0","11","161","87","130","81","7","12","24","23","0","11",
"1500000US490039605004","Block Group 4, Census Tract 9605, Box Elder County, Utah","328","80","132","71","83","63","49","29","40","42","29","39","11","18","57","35","27","20","11","17","19","23","0","11","99","52","81","47","8","13","10","16","0","11",
"1500000US490039606011","Block Group 1, Census Tract 9606.01, Box Elder County, Utah","423","96","211","70","126","57","85","41","29","33","15","24","14","22","85","63","37","30","9","15","39","53","0","11","98","53","61","56","33","28","4","7","0","11",
"1500000US490039606012","Block Group 2, Census Tract 9606.01, Box Elder County, Utah","326","79","193","72","98","50","95","57","0","11","0","11","0","11","67","39","39","31","12","17","16","16","0","11","66","62","66","62","0","11","0","11","0","11",
"1500000US490039606013","Block Group 3, Census Tract 9606.01, Box Elder County, Utah","220","71","137","70","38","57","99","44","8","14","0","11","8","14","43","34","43","34","0","11","0","11","0","11","32","30","21","24","0","11","11","17","0","11",
"1500000US490039606014","Block Group 4, Census Tract 9606.01, Box Elder County, Utah","305","64","158","65","63","38","95","58","18","23","11","18","7","13","58","52","28","44","30","29","0","11","0","11","71","42","71","42","0","11","0","11","0","11",
"1500000US490039606021","Block Group 1, Census Tract 9606.02, Box Elder County, Utah","335","45","258","49","80","32","178","51","2","5","2","5","0","11","48","23","46","22","2","4","0","11","0","11","27","19","10","13","12","14","5","6","0","11",
"1500000US490039606022","Block Group 2, Census Tract 9606.02, Box Elder County, Utah","320","47","279","52","115","52","164","34","0","11","0","11","0","11","22","19","22","19","0","11","0","11","0","11","19","28","0","11","0","11","19","28","0","11",
"1500000US490039606023","Block Group 3, Census Tract 9606.02, Box Elder County, Utah","192","36","129","34","19","17","110","37","8","11","8","11","0","11","35","21","27","22","0","11","8","10","0","11","20","19","10","10","0","11","10","15","0","11",
"1500000US490039607011","Block Group 1, Census Tract 9607.01, Box Elder County, Utah","361","81","194","49","102","38","92","41","40","49","40","49","0","11","96","62","50","38","0","11","46","53","0","11","31","29","31","29","0","11","0","11","0","11",
"1500000US490039607012","Block Group 2, Census Tract 9607.01, Box Elder County, Utah","881","109","536","117","273","95","263","85","54","61","0","11","54","61","159","80","111","69","36","39","12","19","0","11","132","66","66","33","17","20","49","51","0","11",
"1500000US490039607013","Block Group 3, Census Tract 9607.01, Box Elder County, Utah","653","91","371","77","194","67","177","62","60","51","18","21","42","48","165","74","77","48","57","55","31","29","0","11","57","36","28","24","0","11","29","33","0","11",
"1500000US490039607021","Block Group 1, Census Tract 9607.02, Box Elder County, Utah","658","80","358","73","194","65","164","53","31","22","13","15","18","16","188","66","104","49","70","48","9","11","5","7","81","44","48","33","0","11","28","28","5","8",
"1500000US490039607022","Block Group 2, Census Tract 9607.02, Box Elder County, Utah","343","66","208","53","96","50","112","36","4","7","4","7","0","11","79","52","50","33","29","44","0","11","0","11","52","43","43","41","0","11","9","13","0","11",
"1500000US490039608011","Block Group 1, Census Tract 9608.01, Box Elder County, Utah","237","41","168","31","55","17","113","28","9","7","2","3","7","6","29","15","18","11","0","11","11","12","0","11","31","17","28","17","0","11","3","4","0","11",
"1500000US490039608012","Block Group 2, Census Tract 9608.01, Box Elder County, Utah","553","63","401","54","105","33","296","55","18","13","7","7","11","10","106","41","77","37","12","19","11","7","6","6","28","15","8","8","0","11","20","13","0","11",
"1500000US490039608013","Block Group 3, Census Tract 9608.01, Box Elder County, Utah","669","77","430","54","236","51","194","49","19","26","0","11","19","26","125","51","83","53","13","13","29","21","0","11","95","42","83","47","9","15","0","11","3","4",
"1500000US490039608021","Block Group 1, Census Tract 9608.02, Box Elder County, Utah","592","85","518","87","248","74","270","79","0","11","0","11","0","11","49","29","20","23","0","11","18","19","11","17","25","23","19","21","6","10","0","11","0","11",
"1500000US490039608022","Block Group 2, Census Tract 9608.02, Box Elder County, Utah","383","68","256","58","142","54","114","45","0","11","0","11","0","11","61","40","23","25","0","11","38","31","0","11","66","56","57","60","0","11","9","14","0","11",
"1500000US490039608023","Block Group 3, Census Tract 9608.02, Box Elder County, Utah","497","74","452","72","212","56","240","71","0","11","0","11","0","11","14","17","0","11","14","17","0","11","0","11","31","30","31","30","0","11","0","11","0","11",
"1500000US490050001011","Block Group 1, Census Tract 1.01, Cache County, Utah","535","53","399","52","194","39","205","53","12","12","0","11","12","12","59","32","34","25","5","7","20","19","0","11","65","38","27","26","5","7","33","25","0","11",
"1500000US490050001012","Block Group 2, Census Tract 1.01, Cache County, Utah","544","64","418","66","201","52","217","47","22","13","8","8","14","11","38","17","24","13","8","8","3","5","3","5","66","35","42","23","13","17","11","18","0","11",
"1500000US490050001013","Block Group 3, Census Tract 1.01, Cache County, Utah","431","55","264","50","102","33","162","42","15","23","15","23","0","11","60","33","24","20","27","23","9","13","0","11","92","43","68","34","0","11","16","24","8","13",
"1500000US490050001021","Block Group 1, Census Tract 1.02, Cache County, Utah","260","30","167","25","73","18","94","19","4","6","4","6","0","11","58","24","22","12","11","10","25","22","0","11","31","21","21","17","0","11","10","12","0","11",
"1500000US490050001022","Block Group 2, Census Tract 1.02, Cache County, Utah","233","38","151","26","73","20","78","22","0","11","0","11","0","11","34","20","23","16","2","3","7","9","2","2","48","27","33","24","3","4","6","5","6","8",
"1500000US490050002011","Block Group 1, Census Tract 2.01, Cache County, Utah","569","56","489","59","239","49","250","50","7","11","0","11","7","11","59","29","31","25","0","11","28","23","0","11","14","16","8","13","0","11","0","11","6","10",
"1500000US490050002012","Block Group 2, Census Tract 2.01, Cache County, Utah","513","74","404","91","227","83","177","79","22","33","22","33","0","11","53","31","30","23","23","20","0","11","0","11","34","26","28","24","6","9","0","11","0","11",
"1500000US490050002021","Block Group 1, Census Tract 2.02, Cache County, Utah","312","65","151","60","80","48","71","43","22","27","0","11","22","27","106","59","76","46","10","16","20","30","0","11","33","39","15","25","0","11","18","27","0","11",
"1500000US490050002022","Block Group 2, Census Tract 2.02, Cache County, Utah","898","100","770","104","510","93","260","83","0","11","0","11","0","11","75","58","36","36","0","11","39","45","0","11","53","64","53","64","0","11","0","11","0","11",
"1500000US490050002023","Block Group 3, Census Tract 2.02, Cache County, Utah","579","73","487","81","258","70","229","61","17","26","0","11","17","26","34","33","20","23","14","23","0","11","0","11","41","41","16","25","25","33","0","11","0","11",
"1500000US490050002024","Block Group 4, Census Tract 2.02, Cache County, Utah","514","83","441","88","244","94","197","60","13","20","0","11","13","20","46","39","37","35","9","17","0","11","0","11","14","23","14","23","0","11","0","11","0","11",
"1500000US490050003001","Block Group 1, Census Tract 3, Cache County, Utah","352","64","232","49","135","49","97","24","7","6","0","11","7","6","81","45","44","47","32","43","5","6","0","11","32","24","24","22","4","7","4","4","0","11",
"1500000US490050003002","Block Group 2, Census Tract 3, Cache County, Utah","343","65","266","59","161","59","105","31","5","5","2","3","3","5","35","22","12","8","8","8","13","19","2","3","37","27","37","27","0","11","0","11","0","11",
"1500000US490050003003","Block Group 3, Census Tract 3, Cache County, Utah","470","71","412","85","136","64","276","82","0","11","0","11","0","11","58","44","31","31","0","11","27","28","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US490050003004","Block Group 4, Census Tract 3, Cache County, Utah","1140","98","781","149","561","151","220","91","12","16","0","11","12","16","293","129","148","74","145","113","0","11","0","11","54","38","40","31","14","21","0","11","0","11",
"1500000US490050004011","Block Group 1, Census Tract 4.01, Cache County, Utah","1255","155","445","111","239","107","206","68","103","65","37","52","66","41","523","143","220","70","108","65","35","36","160","84","184","72","137","62","0","11","8","12","39","36",
"1500000US490050004012","Block Group 2, Census Tract 4.01, Cache County, Utah","403","86","312","89","219","82","93","56","4","8","0","11","4","8","63","41","21","23","11","17","31","27","0","11","24","35","0","11","0","11","0","11","24","35",
"1500000US490050004021","Block Group 1, Census Tract 4.02, Cache County, Utah","644","72","601","77","312","55","289","64","0","11","0","11","0","11","28","20","16","15","0","11","12","13","0","11","15","22","15","22","0","11","0","11","0","11",
"1500000US490050004022","Block Group 2, Census Tract 4.02, Cache County, Utah","533","76","402","75","152","56","250","61","0","11","0","11","0","11","104","49","62","39","13","18","23","21","6","10","27","23","27","23","0","11","0","11","0","11",
"1500000US490050004031","Block Group 1, Census Tract 4.03, Cache County, Utah","585","71","454","75","238","56","216","67","14","21","14","21","0","11","87","50","55","33","26","40","6","11","0","11","30","26","14","15","0","11","16","20","0","11",
"1500000US490050004032","Block Group 2, Census Tract 4.03, Cache County, Utah","359","60","236","57","126","40","110","48","12","18","12","18","0","11","103","51","64","37","17","24","22","26","0","11","8","11","0","11","0","11","8","11","0","11",
"1500000US490050004033","Block Group 3, Census Tract 4.03, Cache County, Utah","405","81","279","56","137","51","142","54","9","14","9","14","0","11","35","26","16","17","12","18","7","11","0","11","82","71","27","25","0","11","48","63","7","12",
"1500000US490050004034","Block Group 4, Census Tract 4.03, Cache County, Utah","419","62","337","60","172","51","165","57","0","11","0","11","0","11","67","40","25","23","17","21","0","11","25","30","15","18","6","10","0","11","0","11","9","15",
"1500000US490050005011","Block Group 1, Census Tract 5.01, Cache County, Utah","421","93","295","82","158","81","137","66","8","12","0","11","8","12","79","69","21","26","48","65","0","11","10","15","39","39","0","11","11","18","28","44","0","11",
"1500000US490050005012","Block Group 2, Census Tract 5.01, Cache County, Utah","557","113","192","68","70","55","122","55","61","66","0","11","61","66","211","86","109","59","61","50","0","11","41","34","93","63","93","63","0","11","0","11","0","11",
"1500000US490050005013","Block Group 3, Census Tract 5.01, Cache County, Utah","575","98","250","81","129","69","121","61","76","42","12","22","64","39","146","74","109","72","15","22","13","21","9","13","103","69","27","34","43","57","9","15","24","38",
"1500000US490050005014","Block Group 4, Census Tract 5.01, Cache County, Utah","497","105","239","86","135","51","104","73","17","20","10","16","7","12","151","72","123","68","8","14","20","25","0","11","90","69","40","44","0","11","33","50","17","25",
"1500000US490050005021","Block Group 1, Census Tract 5.02, Cache County, Utah","1507","136","716","163","421","136","295","104","27","26","8","13","19","23","395","139","114","69","85","64","45","43","151","102","369","128","65","42","5","11","25","28","274","125",
"1500000US490050005022","Block Group 2, Census Tract 5.02, Cache County, Utah","713","101","401","107","172","61","229","96","76","50","53","53","23","26","99","51","40","35","53","37","6","11","0","11","137","68","83","60","7","13","47","32","0","11",
"1500000US490050006001","Block Group 1, Census Tract 6, Cache County, Utah","163","54","72","37","18","28","54","40","0","11","0","11","0","11","76","54","28","43","0","11","0","11","48","37","15","25","0","11","0","11","0","11","15","25",
"1500000US490050006002","Block Group 2, Census Tract 6, Cache County, Utah","730","133","330","107","107","84","223","111","57","77","0","11","57","77","227","114","121","77","95","91","11","19","0","11","116","83","102","80","0","11","0","11","14","21",
"1500000US490050006003","Block Group 3, Census Tract 6, Cache County, Utah","266","81","119","84","92","89","27","31","0","11","0","11","0","11","47","35","34","33","0","11","13","20","0","11","100","48","56","42","0","11","0","11","44","39",
"1500000US490050006004","Block Group 4, Census Tract 6, Cache County, Utah","399","136","121","78","71","72","50","39","0","11","0","11","0","11","112","83","38","30","0","11","74","74","0","11","166","126","0","11","0","11","18","29","148","129",
"1500000US490050006005","Block Group 5, Census Tract 6, Cache County, Utah","362","96","182","78","51","41","131","67","0","11","0","11","0","11","67","55","49","45","0","11","0","11","18","29","113","79","63","79","0","11","0","11","50","44",
"1500000US490050006006","Block Group 6, Census Tract 6, Cache County, Utah","257","113","50","49","0","11","50","49","54","91","0","11","54","91","105","90","25","22","13","23","17","27","50","81","48","34","19","23","0","11","0","11","29","26",
"1500000US490050007011","Block Group 1, Census Tract 7.01, Cache County, Utah","645","71","450","75","199","66","251","66","21","23","13","18","8","13","137","64","103","62","0","11","25","22","9","13","37","28","28","22","0","11","0","11","9","16",
"1500000US490050007012","Block Group 2, Census Tract 7.01, Cache County, Utah","477","61","302","61","103","40","199","61","0","11","0","11","0","11","81","42","73","40","8","14","0","11","0","11","94","42","33","26","19","19","12","16","30","28",
"1500000US490050007013","Block Group 3, Census Tract 7.01, Cache County, Utah","234","55","134","58","27","23","107","57","0","11","0","11","0","11","49","42","30","39","0","11","7","12","12","13","51","42","33","39","0","11","8","12","10","13",
"1500000US490050007021","Block Group 1, Census Tract 7.02, Cache County, Utah","64","21","64","21","19","16","45","22","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US490050007022","Block Group 2, Census Tract 7.02, Cache County, Utah","65","50","0","11","0","11","0","11","0","11","0","11","0","11","42","43","0","11","0","11","0","11","42","43","23","28","0","11","0","11","0","11","23","28",
"1500000US490050007023","Block Group 3, Census Tract 7.02, Cache County, Utah","435","60","412","64","105","41","307","57","0","11","0","11","0","11","12","10","2","4","10","10","0","11","0","11","11","10","2","4","9","10","0","11","0","11",
"1500000US490050008001","Block Group 1, Census Tract 8, Cache County, Utah","611","151","243","112","11","18","232","110","0","11","0","11","0","11","141","73","23","36","0","11","0","11","118","66","227","93","41","49","0","11","0","11","186","93",
"1500000US490050008002","Block Group 2, Census Tract 8, Cache County, Utah","386","101","174","98","23","30","151","97","51","45","0","11","51","45","85","63","59","46","0","11","26","41","0","11","76","60","30","35","0","11","16","27","30","38",
"1500000US490050008003","Block Group 3, Census Tract 8, Cache County, Utah","369","113","117","83","30","38","87","73","16","25","0","11","16","25","201","97","113","75","0","11","0","11","88","53","35","35","35","35","0","11","0","11","0","11",
"1500000US490050008004","Block Group 4, Census Tract 8, Cache County, Utah","639","127","211","90","63","43","148","87","0","11","0","11","0","11","82","44","54","48","0","11","28","30","0","11","346","125","170","97","0","11","58","58","118","114",
"1500000US490050009001","Block Group 1, Census Tract 9, Cache County, Utah","682","105","282","88","78","57","204","67","52","61","0","11","52","61","239","99","130","73","0","11","41","34","68","67","109","48","63","35","0","11","10","16","36","35",
"1500000US490050009002","Block Group 2, Census Tract 9, Cache County, Utah","290","73","180","68","93","48","87","47","28","40","28","40","0","11","34","27","19","20","0","11","6","11","9","15","48","29","29","22","12","18","0","11","7","13",
"1500000US490050009003","Block Group 3, Census Tract 9, Cache County, Utah","357","90","165","79","71","47","94","60","22","24","0","11","22","24","95","70","8","13","25","38","7","11","55","56","75","47","56","43","0","11","10","15","9","14",
"1500000US490050010011","Block Group 1, Census Tract 10.01, Cache County, Utah","523","72","385","74","168","63","217","45","14","13","8","10","6","9","73","35","26","18","32","26","3","6","12","12","51","32","34","30","0","11","17","15","0","11",
"1500000US490050010012","Block Group 2, Census Tract 10.01, Cache County, Utah","399","53","275","63","183","53","92","54","12","13","0","11","12","13","51","32","26","14","25","27","0","11","0","11","61","34","49","34","6","9","6","10","0","11",
"1500000US490050010021","Block Group 1, Census Tract 10.02, Cache County, Utah","356","83","163","58","52","42","111","47","45","54","0","11","45","54","69","68","69","68","0","11","0","11","0","11","79","42","56","35","10","15","13","21","0","11",
"1500000US490050010022","Block Group 2, Census Tract 10.02, Cache County, Utah","333","77","137","54","118","50","19","20","55","42","45","40","10","16","81","50","8","12","55","48","18","20","0","11","60","60","32","40","0","11","0","11","28","47",
"1500000US490050010023","Block Group 3, Census Tract 10.02, Cache County, Utah","781","117","274","85","125","67","149","52","78","66","21","25","57","62","319","97","187","79","89","60","34","41","9","15","110","68","64","54","0","11","0","11","46","47",
"1500000US490050010024","Block Group 4, Census Tract 10.02, Cache County, Utah","360","88","166","65","70","40","96","59","18","20","0","11","18","20","123","62","59","34","0","11","21","23","43","55","53","52","18","21","35","48","0","11","0","11",
"1500000US490050011011","Block Group 1, Census Tract 11.01, Cache County, Utah","913","92","526","75","307","62","219","61","39","48","5","9","34","48","267","88","136","57","20","17","53","38","58","46","81","52","36","25","0","11","45","47","0","11",
"1500000US490050011012","Block Group 2, Census Tract 11.01, Cache County, Utah","400","52","325","60","111","51","214","49","0","11","0","11","0","11","43","33","21","22","0","11","22","24","0","11","32","27","32","27","0","11","0","11","0","11",
"1500000US490050011013","Block Group 3, Census Tract 11.01, Cache County, Utah","688","90","406","88","187","64","219","72","42","49","29","44","13","20","200","65","109","65","55","39","36","27","0","11","40","36","27","30","0","11","0","11","13","19",
"1500000US490050011021","Block Group 1, Census Tract 11.02, Cache County, Utah","515","70","417","68","149","53","268","50","14","21","0","11","14","21","75","35","52","30","16","17","7","13","0","11","9","13","9","13","0","11","0","11","0","11",
"1500000US490050011022","Block Group 2, Census Tract 11.02, Cache County, Utah","674","76","386","56","149","42","237","52","50","35","14","18","36","30","152","56","82","38","45","49","12","10","13","15","86","46","52","31","3","6","9","11","22","29",
"1500000US490050011023","Block Group 3, Census Tract 11.02, Cache County, Utah","459","65","359","56","168","50","191","44","12","18","0","11","12","18","61","49","6","6","20","21","35","43","0","11","27","26","27","26","0","11","0","11","0","11",
"1500000US490050012011","Block Group 1, Census Tract 12.01, Cache County, Utah","610","77","474","78","271","63","203","64","6","8","0","11","6","8","82","41","20","19","45","28","17","20","0","11","48","46","5","7","14","21","29","41","0","11",
"1500000US490050012012","Block Group 2, Census Tract 12.01, Cache County, Utah","527","66","451","68","236","56","215","58","24","22","13","16","11","15","42","35","26","24","5","9","11","18","0","11","10","14","10","14","0","11","0","11","0","11",
"1500000US490050012013","Block Group 3, Census Tract 12.01, Cache County, Utah","436","76","318","71","142","52","176","55","0","11","0","11","0","11","81","52","50","48","9","14","22","17","0","11","37","35","37","35","0","11","0","11","0","11",
"1500000US490050012021","Block Group 1, Census Tract 12.02, Cache County, Utah","566","75","482","77","297","68","185","64","10","15","10","15","0","11","51","47","10","16","32","41","9","14","0","11","23","20","18","19","5","8","0","11","0","11",
"1500000US490050012022","Block Group 2, Census Tract 12.02, Cache County, Utah","1053","112","855","107","584","93","271","74","25","39","25","39","0","11","104","51","60","36","25","33","11","16","8","13","69","54","18","20","43","45","8","13","0","11",
"1500000US490050013001","Block Group 1, Census Tract 13, Cache County, Utah","645","78","538","76","239","48","299","80","9","8","3","4","6","7","45","26","30","20","9","13","6","7","0","11","53","44","25","18","0","11","28","42","0","11",
"1500000US490050013002","Block Group 2, Census Tract 13, Cache County, Utah","677","73","525","68","281","64","244","51","17","15","12","13","5","7","71","34","34","18","21","27","11","12","5","7","64","38","59","38","0","11","5","8","0","11",
"1500000US490050013003","Block Group 3, Census Tract 13, Cache County, Utah","482","61","409","59","235","53","174","41","5","7","5","7","0","11","43","24","23","15","16","17","4","6","0","11","25","17","25","17","0","11","0","11","0","11",
"1500000US490050014011","Block Group 1, Census Tract 14.01, Cache County, Utah","463","78","399","74","282","66","117","49","6","10","0","11","6","10","58","57","0","11","20","22","38","54","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US490050014012","Block Group 2, Census Tract 14.01, Cache County, Utah","494","81","319","70","165","57","154","53","10","15","0","11","10","15","112","61","38","35","59","49","15","21","0","11","53","37","44","37","9","14","0","11","0","11",
"1500000US490050014013","Block Group 3, Census Tract 14.01, Cache County, Utah","262","61","174","53","92","48","82","38","33","48","0","11","33","48","43","28","43","28","0","11","0","11","0","11","12","16","0","11","0","11","12","16","0","11",
